id,title,Summary2,cause,newkeys,report_text,text_length,sif_indicators,indicator_count,sif_label,label_reason
202654927,employee is struck by vehicle and killed,on november 2 2013 employee #1 with statewide traffic safety & signs inc. was working with a coworker removing and storing roadwork warning signs in their work truck. all high intensity strobes and flashers were on and functional as required by the california highway patrol. the truck was parked approximately 20 ft away from the fog line. a passenger vehicle veered off of the freeway and crushed employee #1 between the front bumper of the passenger vehicle and the rear bumper of the work truck. employee #1 was pronounced dead at the scene.,crushed/run,"highway, road paving, truck, vehicle in gear, traffic accident, traffic control, struck by","employee is struck by vehicle and killed on november 2 2013 employee #1 with statewide traffic safety & signs inc. was working with a coworker removing and storing roadwork warning signs in their work truck. all high intensity strobes and flashers were on and functional as required by the california highway patrol. the truck was parked approximately 20 ft away from the fog line. a passenger vehicle veered off of the freeway and crushed employee #1 between the front bumper of the passenger vehicle and the rear bumper of the work truck. employee #1 was pronounced dead at the scene. crushed/run highway, road paving, truck, vehicle in gear, traffic accident, traffic control, struck by",689,"fatality, struck_by, caught_between",3,1,fatal_outcome; caught_between_high_energy
200514537,employee killed when struck by telephone pole,on october 2 2007 employee #1 was deframing a telephone pole when it fell from the pole gin and struck him on the head. employee #1 was killed.,struck by falling object/projectile,"construction, head, struck by, gin pole, utility pole, unsecured, overturn, work rules","employee killed when struck by telephone pole on october 2 2007 employee #1 was deframing a telephone pole when it fell from the pole gin and struck him on the head. employee #1 was killed. struck by falling object/projectile construction, head, struck by, gin pole, utility pole, unsecured, overturn, work rules",312,"fatality, struck_by",2,1,fatal_outcome
200271427,employee is killed in fall from tower,"on june 6 2005 employee #1 was with a crew dismantling an unused microwave tower. the workers had just ""jumped"" the gin pole and were preparing to remove a ""k"" section from the south face of the tower. employee #1 was climbing the gin pole to attach a sling to the ""k"" section when the gin pole began sliding down the tower face. it was abruptly stopped by the load line ball causing employee #1 to fall approximately 120 feet to the ground. he was killed.",fall,"tower, demolition, dismantling, fall, fall protection, gin pole, communication tower","employee is killed in fall from tower on june 6 2005 employee #1 was with a crew dismantling an unused microwave tower. the workers had just ""jumped"" the gin pole and were preparing to remove a ""k"" section from the south face of the tower. employee #1 was climbing the gin pole to attach a sling to the ""k"" section when the gin pole began sliding down the tower face. it was abruptly stopped by the load line ball causing employee #1 to fall approximately 120 feet to the ground. he was killed. fall tower, demolition, dismantling, fall, fall protection, gin pole, communication tower",584,"fatality, fall_from_height",2,1,fatal_outcome; fall_with_height_exposure
306018888,fall from tower injures employee,employee #1 was working erecting a communications tower fell 240 ft when the cable holding a gin pole broke and the pole fell. employee #1 was attached to the gin pole and fell with the gin pole until it impacted the ground. the body harness and lanyard employee #1 was wearing broke from the impact and he fell the remaining 30 feet to the ground level. employee #1 suffered fractures and was hospitalized.,fall from/with structure,"fall, tower, erection process, gin pole, equipment failure, fall protection, lanyard, wire rope","fall from tower injures employee employee #1 was working erecting a communications tower fell 240 ft when the cable holding a gin pole broke and the pole fell. employee #1 was attached to the gin pole and fell with the gin pole until it impacted the ground. the body harness and lanyard employee #1 was wearing broke from the impact and he fell the remaining 30 feet to the ground level. employee #1 suffered fractures and was hospitalized. fall from/with structure fall, tower, erection process, gin pole, equipment failure, fall protection, lanyard, wire rope",561,fall_from_height,1,1,fall_with_height_exposure
202317434,employee killed in fall from tower,"employee #1 and other employees were upgrading the antenna system on a 300-foot tower used by cingular for cell phone service. there were three whip-type antennas on top of the tower that were being replaced by 12 new directional antennas. after the new antennas were installed a ""gin pole"" (a 48-foot long section) was being lowered to the ground in the center of the tower. employee #1 and another employee were riding on the ""gin pole"" (one at the top and one at the bottom). while the ""gin pole"" was being lowered to the ground employee #1 riding on the bottom fell about 40 feet to the ground and was killed.",fall from/with structure,"antenna, tower, gin pole, fall, fall protection","employee killed in fall from tower employee #1 and other employees were upgrading the antenna system on a 300-foot tower used by cingular for cell phone service. there were three whip-type antennas on top of the tower that were being replaced by 12 new directional antennas. after the new antennas were installed a ""gin pole"" (a 48-foot long section) was being lowered to the ground in the center of the tower. employee #1 and another employee were riding on the ""gin pole"" (one at the top and one at the bottom). while the ""gin pole"" was being lowered to the ground employee #1 riding on the bottom fell about 40 feet to the ground and was killed. fall from/with structure antenna, tower, gin pole, fall, fall protection",721,"fatality, fall_from_height",2,1,fatal_outcome; fall_with_height_exposure
200641751,employee killed in fall from communication tower,employee #1 along with his foreman was in the process of landing a piece of tower structure to be added to the top of this communications tower standing approximately 200 to 300 feet above ground level. while the two men were in the process of moving the section into position to be bolted into place the hoist operator set the dogs on the hoist to hold the load in place while he dealt with a distraction that had just come up. just after the hoist dogs had been set and as the hoist operator was dealing with the distraction the hoist line slipped. the hoist operator was close enough to the hoist to apply the hoist brake thereby catching the structure before it fell to the ground. the sudden impact of the load on the hoist line caused the gin pole attachment mounted on the side tower near the top of the structure to break lose from the tower while at the same time the tower section on the end of the hoist line swung into the side of the tower causing the tower to tremble. at this time employee #1 starts coming out of the tower supposedly thinking the tower was about to come down. while coming down out of the tower employee #1 falls off the tower some 200 plus feet to the ground. the job foreman also comes off the tower with no problem or injury. both men were wearing the required fall protection equipment and were experienced tower erectors. the hoist operator was both the president of the company as well as the hoist operator with several years experience in both hoist operation as well as tower erection. the hoist operator acknowledged that he had inspected or at least looked over the hoisting equipment prior to his using the equipment. the owner of the hoist provided literature illustrating that the hoist had just been overhauled immediately prior to being brought to and used on this job. the hoisting equipment including both the hoist and the gin pole were already attached to the tower when this company arrived on site to replace a previous erection company who was removed from the job by the owner of the tower. the distraction listed above was caused by the previous company arriving on the job site only to see the diamond c company working on this tower. they were using the hoisting equipment without their knowledge of the change made by the tower owner and general contractor of the tower construction. it was concluded that the accident was caused by the hoist operator using the hoist brake to arrest the fall of the tower section which caused the gin pole to break lose from the tower and the structure on the end of the hoist line to swing into the tower sending strong vibrations throughout the tower causing employee #1 to think that the tower was about to come down. this tower was still standing several days after the accident as well as at the time the csho returned to the job site to finish the onsite investigation a day or so after the accident.,fall from/with structure,"fall, tower, hoist, gin pole, fall protection, concussion, steel erection","employee killed in fall from communication tower employee #1 along with his foreman was in the process of landing a piece of tower structure to be added to the top of this communications tower standing approximately 200 to 300 feet above ground level. while the two men were in the process of moving the section into position to be bolted into place the hoist operator set the dogs on the hoist to hold the load in place while he dealt with a distraction that had just come up. just after the hoist dogs had been set and as the hoist operator was dealing with the distraction the hoist line slipped. the hoist operator was close enough to the hoist to apply the hoist brake thereby catching the structure before it fell to the ground. the sudden impact of the load on the hoist line caused the gin pole attachment mounted on the side tower near the top of the structure to break lose from the tower while at the same time the tower section on the end of the hoist line swung into the side of the tower causing the tower to tremble. at this time employee #1 starts coming out of the tower supposedly thinking the tower was about to come down. while coming down out of the tower employee #1 falls off the tower some 200 plus feet to the ground. the job foreman also comes off the tower with no problem or injury. both men were wearing the required fall protection equipment and were experienced tower erectors. the hoist operator was both the president of the company as well as the hoist operator with several years experience in both hoist operation as well as tower erection. the hoist operator acknowledged that he had inspected or at least looked over the hoisting equipment prior to his using the equipment. the owner of the hoist provided literature illustrating that the hoist had just been overhauled immediately prior to being brought to and used on this job. the hoisting equipment including both the hoist and the gin pole were already attached to the tower when this company arrived on site to replace a previous erection company who was removed from the job by the owner of the tower. the distraction listed above was caused by the previous company arriving on the job site only to see the diamond c company working on this tower. they were using the hoisting equipment without their knowledge of the change made by the tower owner and general contractor of the tower construction. it was concluded that the accident was caused by the hoist operator using the hoist brake to arrest the fall of the tower section which caused the gin pole to break lose from the tower and the structure on the end of the hoist line to swing into the tower sending strong vibrations throughout the tower causing employee #1 to think that the tower was about to come down. this tower was still standing several days after the accident as well as at the time the csho returned to the job site to finish the onsite investigation a day or so after the accident. fall from/with structure fall, tower, hoist, gin pole, fall protection, concussion, steel erection",3049,"fatality, fall_from_height, lifting",3,1,fatal_outcome; fall_with_height_exposure
200780120,three employees killed when crushed by falling tower,employees #1 through #3 were installing a gin pole on the side of a 1 500 ft high broadcast tower to help with changing the antenna on top of the tower. for some reason the gin pole came loose from its rigging and fell. it struck the guy lines that held the tower erect causing it to collapse. employees #1 through #3 were crushed and killed.,crushed/run,"tower, guy, gin pole, crushed, installing, collapse, work rules, unsecured, communication tower, construction","three employees killed when crushed by falling tower employees #1 through #3 were installing a gin pole on the side of a 1 500 ft high broadcast tower to help with changing the antenna on top of the tower. for some reason the gin pole came loose from its rigging and fell. it struck the guy lines that held the tower erect causing it to collapse. employees #1 through #3 were crushed and killed. crushed/run tower, guy, gin pole, crushed, installing, collapse, work rules, unsecured, communication tower, construction",517,"fatality, struck_by, caught_between",3,1,fatal_outcome; caught_between_high_energy
170084206,employee dies in fall from radio tower under construction,on april 26 1995 employee #1 was assisting two other employees and a hoist operator in erecting a radio tower. he was riding on a gin pole that was being lifted 20 feet above the tower under construction. the gin pole had been raised 2 to 3 feet when the wire rope supporting it broke. the employee #1 and the gin pole fell approximately 400 feet to the ground. employee #1 was apparently tied off to the gin pole; however his lanyard broke when he struck a stairmount in the fall. he died.,[],"telecom work, fall, communication tower, gin pole, wire rope, struck against, equipment failure, work rules, broken cable","employee dies in fall from radio tower under construction on april 26 1995 employee #1 was assisting two other employees and a hoist operator in erecting a radio tower. he was riding on a gin pole that was being lifted 20 feet above the tower under construction. the gin pole had been raised 2 to 3 feet when the wire rope supporting it broke. the employee #1 and the gin pole fell approximately 400 feet to the ground. employee #1 was apparently tied off to the gin pole; however his lanyard broke when he struck a stairmount in the fall. he died. [] telecom work, fall, communication tower, gin pole, wire rope, struck against, equipment failure, work rules, broken cable",673,"fatality, fall_from_height, struck_by, lifting",4,1,fatal_outcome; fall_with_height_exposure
855718,employee dies after falling from communication tower,at approximately 9:00 a.m. on october 19 1993 employee #1 was working at a height of 100 feet installing a communication tower. he had apparently connected his climber belt to the load line on a gin pole but the pole toppled from the tower throwing employee #1 to the ground and killing him.,[],"construction, fall, communication tower, gin pole, safety belt, work rules, installing","employee dies after falling from communication tower at approximately 9:00 a.m. on october 19 1993 employee #1 was working at a height of 100 feet installing a communication tower. he had apparently connected his climber belt to the load line on a gin pole but the pole toppled from the tower throwing employee #1 to the ground and killing him. [] construction, fall, communication tower, gin pole, safety belt, work rules, installing",434,fall_from_height,1,1,fall_with_height_exposure
14371298,employee killed one injured in fall from gin pole derrick,employees #1 and #2 were rigging and preparing to lift a 65 ft long gin pole type derrick in order to dismantle a 200 ft cable television communications tower. the gin pole was being raised to the top of the tower by means of wire rope hoisting equipment winch and block. the top block was rigged and secured to the tower at a point 4 ft below the top by means of an unmarked synthetic web chocker. the gin pole was secured to the winch line and then employees #1 and #2 tied off to the pole in order to ride the load up to the work location. employee #1 was tied off approximately 40 ft up on the pole and employee #2 was tied off at the bottom. when the gin pole was raised approximately 25 ft up the tower the chocker securing the top block failed and the gin pole (load) fell to the ground. employee #1 was thrown out of his safety belt due to the shock and fell to the ground. he was killed instantly. employee #2 rode the load to the ground and suffered multiple fractures.,[],"construction, dismantling, derrick, communication tower, hoisting mechanism, equipment failure, fall, fracture, safety belt, gin pole","employee killed one injured in fall from gin pole derrick employees #1 and #2 were rigging and preparing to lift a 65 ft long gin pole type derrick in order to dismantle a 200 ft cable television communications tower. the gin pole was being raised to the top of the tower by means of wire rope hoisting equipment winch and block. the top block was rigged and secured to the tower at a point 4 ft below the top by means of an unmarked synthetic web chocker. the gin pole was secured to the winch line and then employees #1 and #2 tied off to the pole in order to ride the load up to the work location. employee #1 was tied off approximately 40 ft up on the pole and employee #2 was tied off at the bottom. when the gin pole was raised approximately 25 ft up the tower the chocker securing the top block failed and the gin pole (load) fell to the ground. employee #1 was thrown out of his safety belt due to the shock and fell to the ground. he was killed instantly. employee #2 rode the load to the ground and suffered multiple fractures. [] construction, dismantling, derrick, communication tower, hoisting mechanism, equipment failure, fall, fracture, safety belt, gin pole",1174,"fatality, fall_from_height",2,1,fatal_outcome; fall_with_height_exposure
14371272,employee killed in 240 ft fall from tower,employee #1 and a coworker were on a communications tower dismantling the 20 ft long top section that included attachment arms and dish support brackets. they were to remove the section with a gin pole and a ground-operated winch. the gin pole comprised of five 10 ft sections including the rooster attachment section at the top was rated to have a lift capacity of approximately 1 600 lb. the light duty pole was fabricated by the company and had bent sections which caused it to lean slightly to the left. the load was rigged and lifted approximately 4 in. when it shifted to the left breaking the welds on the section of the gin pole that was second from the top. the load fell to the ground and the winch line probably severed employee #1's lanyard. he fell 240 ft suffering massive internal injuries. he was pronounced dead at a local hospital.,[],"fall, communication tower, load shift, equipment failure, construction, work rules, lanyard, gin pole, broken weld, fall protection","employee killed in 240 ft fall from tower employee #1 and a coworker were on a communications tower dismantling the 20 ft long top section that included attachment arms and dish support brackets. they were to remove the section with a gin pole and a ground-operated winch. the gin pole comprised of five 10 ft sections including the rooster attachment section at the top was rated to have a lift capacity of approximately 1 600 lb. the light duty pole was fabricated by the company and had bent sections which caused it to lean slightly to the left. the load was rigged and lifted approximately 4 in. when it shifted to the left breaking the welds on the section of the gin pole that was second from the top. the load fell to the ground and the winch line probably severed employee #1's lanyard. he fell 240 ft suffering massive internal injuries. he was pronounced dead at a local hospital. [] fall, communication tower, load shift, equipment failure, construction, work rules, lanyard, gin pole, broken weld, fall protection",1026,"fatality, fall_from_height, amputation",3,1,fatal_outcome; fall_with_height_exposure
170210603,employee killed in fall with gin pole,on march 29 1993 employee #1 of grand tower inc. was part of a crew erecting a communication tower. 140 feet of the tower had already been set. a gin pole used to hoist the tower sections was ready to be moved 20 feet up the tower. the employee had positioned himself on the pole and planned to ride it up. the gin pole was suspended by a wire rope connected to a drum hoist on the ground. an eye had been formed in the line's end and was attached to the gin pole by a shackle. as the lift began the eye pulled apart. the gin pole and employee #1 fell approximately 104 feet. he was pronounced dead at the scene. the employer received three serious citations including one willful.,[],"construction, communication tower, fall, gin pole, equipment failure","employee killed in fall with gin pole on march 29 1993 employee #1 of grand tower inc. was part of a crew erecting a communication tower. 140 feet of the tower had already been set. a gin pole used to hoist the tower sections was ready to be moved 20 feet up the tower. the employee had positioned himself on the pole and planned to ride it up. the gin pole was suspended by a wire rope connected to a drum hoist on the ground. an eye had been formed in the line's end and was attached to the gin pole by a shackle. as the lift began the eye pulled apart. the gin pole and employee #1 fell approximately 104 feet. he was pronounced dead at the scene. the employer received three serious citations including one willful. [] construction, communication tower, fall, gin pole, equipment failure",791,"fatality, lifting",2,1,fatal_outcome
958298,employee killed in fall from communication tower,employee #1 was erecting a 180 ft radio tower. the erection phase was complete and the crew was lowering a unit referred to as a gin pole using a nylon rope spooled around a hoist drum that was mounted on the bed of a truck crane. the rope was strung through two pulleys and then attached to the gin pole. one of the pulleys was attached to the base of the tower and the other to the top. employee #1 was tied off to the gin pole by a safety belt and lanyard. during the lowering operation the gin pole suddenly began to fall; it hit the ground with employee #1 still attached killing him. a subsequent investigation of the accident determined that it was the result of four violations: employee #1 was tied off to the load and not to the tower and was riding the load as it was being lowered; the rope was not attached to the drum or to the rope it was wrapped over; and the rope was not checked prior to starting the job to ensure that it was long enough.,[],"construction, fall, communication tower, lanyard, fall protection, gin pole, work rules, tower, unsecured, rope","employee killed in fall from communication tower employee #1 was erecting a 180 ft radio tower. the erection phase was complete and the crew was lowering a unit referred to as a gin pole using a nylon rope spooled around a hoist drum that was mounted on the bed of a truck crane. the rope was strung through two pulleys and then attached to the gin pole. one of the pulleys was attached to the base of the tower and the other to the top. employee #1 was tied off to the gin pole by a safety belt and lanyard. during the lowering operation the gin pole suddenly began to fall; it hit the ground with employee #1 still attached killing him. a subsequent investigation of the accident determined that it was the result of four violations: employee #1 was tied off to the load and not to the tower and was riding the load as it was being lowered; the rope was not attached to the drum or to the rope it was wrapped over; and the rope was not checked prior to starting the job to ensure that it was long enough. [] construction, fall, communication tower, lanyard, fall protection, gin pole, work rules, tower, unsecured, rope",1121,"fatality, fall_from_height, lifting",3,1,fatal_outcome; fall_with_height_exposure
202033940,bridge inspector is killed when pinned by machine,"on october 20 2011 employee #1 with nysdot bridge maintenance was operating an under-bridge inspection machine known as a ""snooper"". he became pinned between the machine's platform and a bridge girder. employee #1 sustained head trauma and was killed.",lifting operations,"pinned, head, bridge, abrasion, contusion, caught between, aerial lift, girder, beam, equipment operator","bridge inspector is killed when pinned by machine on october 20 2011 employee #1 with nysdot bridge maintenance was operating an under-bridge inspection machine known as a ""snooper"". he became pinned between the machine's platform and a bridge girder. employee #1 sustained head trauma and was killed. lifting operations pinned, head, bridge, abrasion, contusion, caught between, aerial lift, girder, beam, equipment operator",425,"fatality, caught_between, lifting",3,1,fatal_outcome; caught_between_high_energy; lifting_high_energy_exposure
201763315,employee falls from bridge girder and is killed,on february 22 2008 employee #1 and his supervisor rode to the top of the bridge girder in an aerial lift to connect the last diaphragm to a beam. employee #1 climbed from the bucket and secured the diaphragm. he remained on the on the girder to provide the crane operator directions to disconnect the spreader bar. employee #1 fell and was killed.,crushed/run,"girder, fall, bridge","employee falls from bridge girder and is killed on february 22 2008 employee #1 and his supervisor rode to the top of the bridge girder in an aerial lift to connect the last diaphragm to a beam. employee #1 climbed from the bucket and secured the diaphragm. he remained on the on the girder to provide the crane operator directions to disconnect the spreader bar. employee #1 fell and was killed. crushed/run girder, fall, bridge",429,"fatality, caught_between, lifting",3,1,fatal_outcome; caught_between_high_energy
201321353,employees are injured in collapse of building materials,"at approximately 11:00 a.m. on november 20 2008 employees #1 and #2 with p&l; paris corporation were erecting steel at the upland square shopping center. they were conducting ""shakeout"" work of steel components at a height of 21 ft 10 in. above grade. neither was utilizing fall protection equipment. steel joists were not supported and had not yet been fastened to the main girders. both employees were standing on top of a bundle of steel decking that had also not been secured. after a crane landed a bundle of bridging onto the unsecure joists they began to roll which caused three joists the bundle of decking and the two employees to fall to the ground. a fourth improperly-aligned joist was purposely removed prior to the arrival of emergency services personnel for their safety. employee #1 was hospitalized at the reading hospital medical center for traumatic injuries to his head both arms and internal organs. employee #2 was hospitalized at the lehigh valley medical center for a fractured pelvis and internal organ trauma.",fall from/with structure,"steel, steel beam, steel erection, construction, unsecured, crane, girder, fracture, pelvis, decking","employees are injured in collapse of building materials at approximately 11:00 a.m. on november 20 2008 employees #1 and #2 with p&l; paris corporation were erecting steel at the upland square shopping center. they were conducting ""shakeout"" work of steel components at a height of 21 ft 10 in. above grade. neither was utilizing fall protection equipment. steel joists were not supported and had not yet been fastened to the main girders. both employees were standing on top of a bundle of steel decking that had also not been secured. after a crane landed a bundle of bridging onto the unsecure joists they began to roll which caused three joists the bundle of decking and the two employees to fall to the ground. a fourth improperly-aligned joist was purposely removed prior to the arrival of emergency services personnel for their safety. employee #1 was hospitalized at the reading hospital medical center for traumatic injuries to his head both arms and internal organs. employee #2 was hospitalized at the lehigh valley medical center for a fractured pelvis and internal organ trauma. fall from/with structure steel, steel beam, steel erection, construction, unsecured, crane, girder, fracture, pelvis, decking",1217,"fall_from_height, lifting",2,1,fall_with_height_exposure
200555407,employee is killed in fall from elevation,at approximately 11:45 a.m. on october 30 2008 employee # 1 a carpenter foreman and nine other coworkers were installing bridge overhang forms onto a 134.5 ft concrete girder at an approximate height of 32.5 ft above a lake. after the last overhang form was installed the girder began to roll off its cap. the concrete girder fell into the lake along with the ten employees some of which were tied off to the girder while others were just standing on the girder. employee# 1 was found several hours later pinned underneath the girder and was pronounced dead.,fall from/with structure,"carpenter, girder, fall, bridge, construction, fall protection","employee is killed in fall from elevation at approximately 11:45 a.m. on october 30 2008 employee # 1 a carpenter foreman and nine other coworkers were installing bridge overhang forms onto a 134.5 ft concrete girder at an approximate height of 32.5 ft above a lake. after the last overhang form was installed the girder began to roll off its cap. the concrete girder fell into the lake along with the ten employees some of which were tied off to the girder while others were just standing on the girder. employee# 1 was found several hours later pinned underneath the girder and was pronounced dead. fall from/with structure carpenter, girder, fall, bridge, construction, fall protection",688,"fatality, fall_from_height, caught_between",3,1,fatal_outcome; fall_with_height_exposure; caught_between_high_energy
200604049,employee is ejected from aerial and is killed,on july 30 2008 employee #1 was working with a coworker on an elevated aerial lift beneath a bridge when a girder fell onto the boom of the aerial lift and sent the two employees attached to the aerial lift to the ground. employee #1 was ejected from the basket of the aerial lift and sent flying into oxygen tanks mounted on the back of their service truck. employee #1 was pronounced dead at the site by the justice of the peace. the original accident report made no mention of the type or extent of the injuries of the other employee.,collapse of structure,"aerial lift, struck by, falling object, girder, ejected, struck against, tank, boom","employee is ejected from aerial and is killed on july 30 2008 employee #1 was working with a coworker on an elevated aerial lift beneath a bridge when a girder fell onto the boom of the aerial lift and sent the two employees attached to the aerial lift to the ground. employee #1 was ejected from the basket of the aerial lift and sent flying into oxygen tanks mounted on the back of their service truck. employee #1 was pronounced dead at the site by the justice of the peace. the original accident report made no mention of the type or extent of the injuries of the other employee. collapse of structure aerial lift, struck by, falling object, girder, ejected, struck against, tank, boom",689,"fatality, struck_by, confined_space",3,1,fatal_outcome
202516399,employee injured in fall from beam during bridge building,on september 19 2007 employee #1 was working from a beam during construction of a bridge when he fell between 8 and 10 ft. he sustained injuries that required hospitalization.,fall from/with structure,"construction, beam, unstable position, walking on beam, fall, bridge, girder","employee injured in fall from beam during bridge building on september 19 2007 employee #1 was working from a beam during construction of a bridge when he fell between 8 and 10 ft. he sustained injuries that required hospitalization. fall from/with structure construction, beam, unstable position, walking on beam, fall, bridge, girder",335,fall_from_height,1,1,fall_with_height_exposure
201762580,employee is killed in fall from steel girder,on april 2 2006 employee #1 an ironworker was attaching open web joists onto girders from a boom- supported aerial lift on the site of a large retail store under construction. he noticed that the girt line at grid line d grid line 1 did not appear to be straight and then informed the foreman that the column was plumbed up. while the foreman and another coworker were looking at the girder connection at the tilt wall panel he exited the elevated platform of the (jlg model 460sj serial number 030081611) and climbed onto the girder. he walked approximately 110 ft on the steel girder to inspect the bolted connection of the girder to the tilt wall panel when he lost his balance and fell 21.25 ft onto the concrete slab below. he was either not wearing his combination fall protection harness/tool belt or had not connected the lanyard to the structural steel as he fell.,fall from/with structure,"aerial lift, girder, lost balance, fall, fall protection","employee is killed in fall from steel girder on april 2 2006 employee #1 an ironworker was attaching open web joists onto girders from a boom- supported aerial lift on the site of a large retail store under construction. he noticed that the girt line at grid line d grid line 1 did not appear to be straight and then informed the foreman that the column was plumbed up. while the foreman and another coworker were looking at the girder connection at the tilt wall panel he exited the elevated platform of the (jlg model 460sj serial number 030081611) and climbed onto the girder. he walked approximately 110 ft on the steel girder to inspect the bolted connection of the girder to the tilt wall panel when he lost his balance and fell 21.25 ft onto the concrete slab below. he was either not wearing his combination fall protection harness/tool belt or had not connected the lanyard to the structural steel as he fell. fall from/with structure aerial lift, girder, lost balance, fall, fall protection",1000,"fatality, fall_from_height",2,1,fatal_outcome; fall_with_height_exposure
200032498,employee is killed in collapse of bridge under construction,on august 19 2005 employee #1 was part of a crew erecting a section of a bridge at the i-394/i-80/94 interchange. the crew had worked all week setting six girders and installing the diaphragms for this section identified as unit 2 span 6 and which sat on pier 6 (to the south) and pier 7 (to the north). after allowing the unit to rest onto the piers employee #1 climbed the support tower to release the crane. while he was descending the entire unit slid off pier 7 and collapsed to the ground crushing employee #1 and killing him. a second employee working from an aerial lift beneath the structure was also pinned. after extrication this worker was hospitalized for unspecified injuries. the osha investigation determined that an apparent design/engineering flaw may have led to the girders being positioned improperly causing the unit to shift after being released to set on the piers.,collapse of structure,"bridge, collapse, crushed, pinned, beam, girder, pier, unsecured, suspended load, crane","employee is killed in collapse of bridge under construction on august 19 2005 employee #1 was part of a crew erecting a section of a bridge at the i-394/i-80/94 interchange. the crew had worked all week setting six girders and installing the diaphragms for this section identified as unit 2 span 6 and which sat on pier 6 (to the south) and pier 7 (to the north). after allowing the unit to rest onto the piers employee #1 climbed the support tower to release the crane. while he was descending the entire unit slid off pier 7 and collapsed to the ground crushing employee #1 and killing him. a second employee working from an aerial lift beneath the structure was also pinned. after extrication this worker was hospitalized for unspecified injuries. the osha investigation determined that an apparent design/engineering flaw may have led to the girders being positioned improperly causing the unit to shift after being released to set on the piers. collapse of structure bridge, collapse, crushed, pinned, beam, girder, pier, unsecured, suspended load, crane",1059,"fatality, caught_between, lifting",3,1,fatal_outcome; caught_between_high_energy; lifting_high_energy_exposure
201177623,employee is injured when pinned by aerial lift,on may 4 2005 employee #1 was welding from an elevated aerial lift at the junction of a roof girder and post. after completing this work he lowered the lift approximately 4 ft to 8 ft and moved it to another location. he was injured when he raised the lift so that he could weld another girder and his body became pinned between the basket and the girder. another employee discovered him unconscious pinned to the girder by the basket. employee #1 was hospitalized until may 8 2005.,[],"aerial lift, pinned, welder, roof, girder, struck against, unconsciousness","employee is injured when pinned by aerial lift on may 4 2005 employee #1 was welding from an elevated aerial lift at the junction of a roof girder and post. after completing this work he lowered the lift approximately 4 ft to 8 ft and moved it to another location. he was injured when he raised the lift so that he could weld another girder and his body became pinned between the basket and the girder. another employee discovered him unconscious pinned to the girder by the basket. employee #1 was hospitalized until may 8 2005. [] aerial lift, pinned, welder, roof, girder, struck against, unconsciousness",607,"fall_from_height, struck_by, caught_between",3,1,fall_with_height_exposure; caught_between_high_energy
201407160,construction employee is struck by a falling girder,on july 15 2004 a construction employee worked for lamar construction when he was told to rig three to four girders each weighing approximately 2 250 lbs. he was instructed to get out of the path of a falling girder. while he rigged these girders one of them fell on his chest killing him.,struck by falling object/projectile,"construction, girder, falling object, struck by, rigging, steel beam, steel erection","construction employee is struck by a falling girder on july 15 2004 a construction employee worked for lamar construction when he was told to rig three to four girders each weighing approximately 2 250 lbs. he was instructed to get out of the path of a falling girder. while he rigged these girders one of them fell on his chest killing him. struck by falling object/projectile construction, girder, falling object, struck by, rigging, steel beam, steel erection",462,struck_by,1,0,no_strong_sif_evidence
170843643,ironworker's leg is injured when struck by beam,at 9:30 a.m. on january 19 2004 employee #1 was part of an ironworker crew performing seismic retrofit on the lower deck of the san rafael-richmond. while the crew was fastening angle iron stiffeners to bridge girders a bridge clamp holding an angle iron slipped off a chain hoist causing a steel beam to fall on employee #1's lower right leg. he was hospitalized for a compound fracture. employee #1 had rigged the angle iron to the lift using a clamp instead of a more secure shackle.,struck by falling object/projectile,"beam, steel, iron worker, bridge, metal rail, girder, leg, fracture, struck by, falling object","ironworker's leg is injured when struck by beam at 9:30 a.m. on january 19 2004 employee #1 was part of an ironworker crew performing seismic retrofit on the lower deck of the san rafael-richmond. while the crew was fastening angle iron stiffeners to bridge girders a bridge clamp holding an angle iron slipped off a chain hoist causing a steel beam to fall on employee #1's lower right leg. he was hospitalized for a compound fracture. employee #1 had rigged the angle iron to the lift using a clamp instead of a more secure shackle. struck by falling object/projectile beam, steel, iron worker, bridge, metal rail, girder, leg, fracture, struck by, falling object",665,"struck_by, lifting",2,0,no_strong_sif_evidence
200602894,employee is killed when struck by sheets of glass,on february 11 2005 an employee and coworkers were unloading four stacks each holding 25 window panes measuring 95-in. by 75-in. and weighing approximately 150 lbs. each. the employee decided to hold the stack of window panes in place while the other coworker removed and restacked inside the building. the window panes fell and struck the employee killing him.,struck by falling object/projectile,"struck by, glass pack, concussion","employee is killed when struck by sheets of glass on february 11 2005 an employee and coworkers were unloading four stacks each holding 25 window panes measuring 95-in. by 75-in. and weighing approximately 150 lbs. each. the employee decided to hold the stack of window panes in place while the other coworker removed and restacked inside the building. the window panes fell and struck the employee killing him. struck by falling object/projectile struck by, glass pack, concussion",481,"fatality, struck_by",2,1,fatal_outcome
