id,title,Summary2,cause,newkeys,sif_indicators,label_reason,human_sif_label,review_reason
170577688,electric shock,a contractor for an electric utility was installing a new phase conductor to an existing overhead power line. a power line worker for the contractor was working from the bucket of a reach all aerial lift (model no. ap52mh; serial no. 7814) which was rated for 69 kilovolts. the employee who had about 8 years of experience as a power line worker was equipped with a hard hat a jumper cable rubber insulating gloves and a live-line tool (shot gun stick). the superintendent for the operation was switching the line from a location about 3.2 kilometers (2 miles) away. the superintendent and his crew were reducing the load on the line so that the power line worker could safely apply a jumper to the conductor he was installing. the ground worker working with the power line worker was in communication with the superintendent's crew. the ground worker told the power line worker that the load had been dropped and the power line worker started attaching the jumper cable. the ground worker looked up to find the power line worker slumped over the bucket. the ground worker who did not feel qualified to operate the lower level controls on the aerial lift requested help by radio. the injured employee was transported to a hospital where he was pronounced dead of electrocution. he had entry and exit wounds on his right hand by the fingers and on his left foot. the boot had been torn off this foot by the electric current. the power line worker had not been wearing his rubber insulating gloves. (the superintendent stated that he had told everyone to wear them.) apparently the power line worker's right hand contacted the power line at some point in the operation. the live-line tool was still connected to one of the jumper clamps; this clamp was fastened to the new phase conductor.,[],"electrical, electrocuted, elec utility work, power line worker, overhead power line, aerial lift, elec protect equip, live-line tool, e ptd","fatality, electrical",fatal_outcome; electrical_energy_exposure,SIF,Power-line worker contacted an energized conductor and died of electrocution; severe electrical exposure.
202635116,employee is shocked while installing street light,at approximately 10:15 a.m. on february 8 2012 employee #1 and a crew of three employees were installing a street light pole in front of a residential home. they were using an altec bucket truck with material handling to lift the light pole into place. while moving the pole employee was using a shovel with a wooden handle to rotate the pole and the coworker was repositioning the pole using his hands. the pole (mission bell) came in contact with 12 000 kilovolt power line at the same time the employee was making contact. employee #1 received an electrical shock.,electric shock,"aerial lift, elec utility work, streetlighting, installing, electrocuted",electrical,electrical_energy_exposure,SIF,Street-light pole contacted a 12-kV power line while the worker was touching it; electrical-energy exposure.
202587713,iron worker fractures hip in fall on bridge,sometime before approximately 8:30 a.m. on july 23 2012 an employee was working as an iron worker. he was working at a construction venture being run jointly by american bridge company and fluor enterprises inc. he had been in the trade for approximately 11 to 12 years. the project was the replacement of the east span of the san francisco - oakland bay bridge. the project's staging area was a large yard covering several acres and containing mobile office buildings located in oakland ca. the actual bridge work extended over san francisco bay. the incident occurred inside horizontal open box girder # 12 located mid-span on the bridge. the employee and his coworkers were removing pieces of horizontal angle iron used to mechanically hold the horizontal sections of the open box girder sections in place until they could be welded together. at the time of the incident the employee was removing one of the angle iron plates. as he was standing on a work platform from which he was working his left foot slipped. he fell onto a structural member of the work platform. his left hip struck the structural member and he sustained a fracture of at least one and possibly both of his hips. the employee was taken to a local hospital where he was treated for his injuries for more than 24 hours. at approximately 8:30 a.m. that day the cal/osha dosh oakland district office received a report of this serious workplace health and safety injury from the oakland fire department via telephone. at approximately 2:10 p.m. on july 30 2012 the division arrived at the place of employment which was the east landing of the san francisco - oakland bay bridge renovation project in oakland ca and conducted an opening conference with management.,fall from/with scaffold,"construction, iron worker, steel erection, bridge, girder, work platform, slip, fall, fracture, hip","fall_from_height, struck_by, fire_explosion",no_strong_sif_evidence,SIF,Iron worker fell on a bridge work platform and suffered hip fractures; elevated bridge work creates significant fall potential.
202003232,employee falls from bucket,employee #1 was running a crane boom when the boom rolled and struck the basket he was working from. he was wearing a harness but it was not tied off and he fell 35 ft and died.,fall from/with bucket,"crane, crane boom, crane operator, fell asleep, struck by, struck against, fall","fatality, fall_from_height, struck_by, lifting",fatal_outcome; fall_with_height_exposure,SIF,Worker fell 35 ft from a crane basket without being tied off; fatal fall exposure.
201074119,employee is injured in fall from scaffold,at approximately 12:30 p.m. on saturday july 18 2009 employee #1 a scaffolding laborer was dismantling a tube and coupler scaffold at a construction site. he was at the bottom stage of the scaffolding and was using a hammer to pound on the frame of the scaffolding to loosen it. he stepped back onto a plank and fell approximately 6 feet to the ground. he suffered a fractured left leg and was hospitalized for four days.,fall from/with scaffold,"scaffold, dismantling, tubular scaffold, construction, fall, fracture, leg",fall_from_height,fall_with_height_exposure,SIF,Worker fell from a scaffold during dismantling and fractured a leg; scaffold/fall exposure could cause severe injury.
201340791,employee killed when hit by wrench on rotating drill pipe,employee #1 was removing a 12-foot pipe stem from a horizontal drill pipe. employee #1 used a 60-inch pipe wrench on the connection to hold the pipe stem in place. the job site foreman released his end and employee #1 stepped up to the pipe to remove the pipe wrench when for undetermined reasons the pipe rotated. the pipe wrench that was still attached struck employee #1 in the head and killed him.,struck by falling object/projectile,"struck by, fracture, head, pipe wrench, drill pipe","fatality, struck_by",fatal_outcome,SIF,Pipe wrench struck worker in the head after drill pipe unexpectedly rotated; fatal uncontrolled-energy/struck-by exposure.
200758829,employee is crushed between gravel box trac hoe later dies,at approximately 8:00 p.m. on may 1 2009 employee #1 a foreman for an excavating company was observing the track hoe operator while he was positioning the tracks for the track hoe over a trench they were working on. the trench was being prepared to have water removed and then gravel placed over the recently installed 12-in. drainage pipe. while observing the operator employee #1 walked between the rear of the track hoe and the stone box which was placed next to the track hoe. at this time the track hoe operator turned the carriage assembly and the rear counterweight struck employee #1 pinching him between the counterweight and the corner of the stone box. a coworker observed this and yelled to the track hoe operator. the track hoe operator did not hear the coworker initially and turned the rear of the track hoe back to the original position. this caused the counterweight to remain in contact with employee #1 and again pinch him up against the stone box. employee #1 fell to the ground the rear of the track hoe was moved and a call was placed for the emergency medical assistance. employee #1 was transported to the hospital where he died at approximately 1130 p.m. of internal injuries.,crushed/run,"struck by, excavator, pinned, contusion, abrasion, construction, trench, excavation, counterbalance","fatality, struck_by, caught_between",fatal_outcome; caught_between_high_energy,SIF,Worker was repeatedly pinned between a track hoe and stone box and died; fatal mobile-equipment caught-between exposure.
201271442,employee killed when rebar structure collapses,on april 11 2002 employee #1 and two coworkers completed tying 30-ft sections of number 11 rebar for a bridge column. the cylindrical rebar structure collapsed crushing and killing employee #1 when the portion of rebar he was on fell on a concrete anchor block used to attach guy lines to plumb the structure as the concrete sets. the coworkers sustained minor injuries.,collapse of structure,"rebar, collapse, bridge, bridge column, anchor, blocks, concrete, crushed","fatality, caught_between",fatal_outcome; caught_between_high_energy,SIF,30-ft rebar structure collapsed and crushed the worker; fatal structural-collapse/crushing exposure.
201129632,employee is injured in fall from roof,"at approximately 10:33 a.m. on february 28 2013 an employee was assigned to do flashing work on a sloped roof where he was not required to wear fall protection by his employer as long he remained six feet away from the leading edge of the roof. somehow the employee exposed to the roof-edge and fell off the roof where he first hit his body on a metal top rail of a scaffold about eight feet below the roof edge then bounced another 16 feet down to the ground. the employee stated that there was no guardrail or warning sign on the roof to stop him going towards the leading edge. the employee stated that he did not remember exactly what happened on the roof that led to his fall. however the witnesses stated that the employee was about eight feet away from the leading roof edge possibly looking for an anchorage where he could tie off but at that time he was not wearing a body harness or any other similar fall protective equipment. a coworker stated that he had witnessed the employee falling off the roof but did not know what he was doing at that time because his view was partially blocked by a building structure. the coworker stated that he was not very far from the employee. the coworker stated neither he nor the employee was wearing any fall protection at that time. also there was no guardrail and/or warning sign near the roof-edge to prevent falls from the roof. the supervisor stated that he was also working on the same roof with two other coworker but they were about 20 feet away from the leading roof edge. foreman and his superintendent also stated that employees were not required to wear fall protection at that time because the roof pitch was only 3:12 and a rule of ""stay six feet away from the falling edge"" was applied. employer also admitted that there was no guardrail and/or a warning sign placed on the leading edge of the roof to prevent employees from falling off the roof. somehow the employee was exposed to the roof-edge and fell off the roof where he first hit his body on a metal top-rail of a scaffold about eight feet below the roof edge then bounced another 16 feet down to the ground. as a result of the fall the employee sustained multiple serious injuries and was hospitalized for approximately three days at stanford hospital.",fall from roof,"fall, fall protection, roof, laceration, eye, work surface",fall_from_height,fall_with_height_exposure,SIF,Worker fell about 24 ft from an unguarded roof edge and sustained multiple serious injuries; strong fall-potential event.
200823409,employee electrocuted by energized plug receptacle,on november 13 2006 employee #1 received a call on his cell phone from a coworker asking him to find the serial/order number of a 480-volt/three-phase attachment plug so that more attachment plugs could be ordered. employee #1 found such a plug possibly choosing it because it was in an idle machine and the only one not in production. employee #1 accidentally placed the ground prong into the energized plug receptacle and grounded out causing the third-phase fuse to blow. he was electrocuted. the wiring and the chicago pyle/national attachment plug were found to be very dilapidated and had not been inspected or maintained. because of the configuration of the plug any of the eight-prong male plugs could have been inadvertently placed in any of the female receptacles energizing the metal casing. because of employee #1's medical condition and the fact that there were no electrical burns inside or outside his body the coroner considered ruling the cause of death as natural causes/coronary disease. after continuity testing and destructive testing of the evidence the cause of death was ruled to be electrocution.,electrocution by touching exposed wire/source,"construction, electrocuted, elec circ part--misc, electrical work, attachment plug, inadequate maint, electrical, fuse, work rules","fatality, electrical",fatal_outcome; electrical_energy_exposure,SIF,Worker was electrocuted by a 480-V energized receptacle; electrical equipment was poorly maintained and could energize its casing.
201623832,employee suffers fractures in fall from ladder,on june 12 2013 employee #1 was on a ladder while painting exterior trim on a residential home. the employee fell from the ladder landing on concrete. employee #1 was taken to an area hospital where he was treated for multiple fractures.,fall from/with ladder,"ladder, painter, fall, fracture",fall_from_height,no_strong_sif_evidence,SIF,Worker fell from a ladder onto concrete and sustained multiple fractures; meaningful fall exposure.
202344230,employee killed when crushed by rolling truck,on december 10 2003 employee #1 was engaged in maintenance on a truck's engine when a box inside the cab struck the parking brake causing it to release. the truck which was parked on a slope began to roll backward. its front left tire knocked down employee #1 who was crushed and killed.,crushed/run,"construction, struck by, truck, slope, crushed, work rules, hand brake, backing up","fatality, struck_by, caught_between",fatal_outcome; caught_between_high_energy,SIF,Truck rolled on a slope after its parking brake was released and crushed the worker; fatal vehicle/run-over exposure.
202545448,employee falls through opening and fractures spine and heel,at approximately 1:20 a.m. on march 20 2013 employee #1 a carpenter was going to evaluate a scaffold that would be unassembled. a crew had removed a piece of plywood over a skylight. the opened skylight did not have temporary railings toe boards or covering. employee #1 entered the area carrying plywood in front of him that obscured his vision. he placed the plywood down and walked onto the open skylight. employee #1 fell through the unguarded skylight and struck the floor sustaining a fractured spine and heel. emergency medical personnel were summoned. employee #1 was transported to a medical center where he was treated and then hospitalized.,fall from/with structure,"carpenter, floor opening, unguarded, fall, fracture, spine, foot","fall_from_height, struck_by",no_strong_sif_evidence,SIF,"Worker walked onto an unguarded skylight opening and fell, fracturing spine and heel; serious fall exposure."
200623601,employee is killed when beam falls,on december 7 2005 employee #1 was a flagman standing on a pad near a crane that was operating at a bridge deck replacement project over the wolf river. two cranes were lowering a concrete beam when the load shifted and toppled one of the cranes. one end of the beam fell into the river. the other end fell on the river bank and the pad employee #1 was standing on. he was killed when he was thrown into the beam.,struck by falling object/projectile,"struck against, crane, flagman, load shift, work rules, crane lifting beam, suspended load, crane outrigger","fatality, struck_by, lifting",fatal_outcome; lifting_high_energy_exposure,SIF,Concrete beam shifted during crane lifting and struck a flagman; fatal suspended-load exposure.
200920825,employee is burned in boiler explosion later dies,on july 24 2002 employee #1 was trying to start the #2 boiler when a coworker put a jumper on an atomizer in an attempt to energize the circuit. the main fuel switch was controlled by this circuit. when it energized fuel was fed into the boiler. the fuel ignited and the boiler exploded. employee #1 sustained burns over 80 percent of his body. he was transported to a hospital where he died several days later.,fire/explosion,"burn, explosion, boiler, fire, combustible dust, fuel oil, work rules, communication","fatality, electrical, fire_explosion",fatal_outcome; electrical_energy_exposure; fire_explosion_energy,SIF,"Boiler fuel ignition caused an explosion and burns over 80% of the body, followed by death; extreme fire/explosion energy."
201750601,employee killed when hit by headache ball falling from crane,employee #1 was struck by the headache ball which became severed from its wire rope and fell approximately 50 feet. the crane safety devices which could have alerted the crane operator were not activated. employee #1 suffered fatal contusions from being hit.,struck by falling object/projectile,"struck by, headache ball, crane, contusion, fall","fatality, fall_from_height, struck_by, lifting, amputation",fatal_outcome; fall_with_height_exposure,SIF,50-ft crane headache ball fell after wire-rope failure and killed the worker; fatal suspended-load exposure.
201486123,employee injures hand between motor and pumping station,at approximately 3:30 p.m. on august 19 2003 employee #1 a foreman was stabilizing a suspended diesel engine while it was being lifted with manual chain hoists. as the engine was raised higher it began to swing sideways. employee #1 attempted to stop the sideways movement but the engine struck his right hand pushing it into a neighboring pump housing. the compressive forces between the engine and fixed equipment caused fractures in his right hand. emergency medical personnel were summoned and took him to the hospital. at the hospital he required surgery to repair the fractures in the fingers of the right hand. he was hospitalized following the surgical procedures for postoperative care.,[],"engine, pulley, lost balance, lost control, struck against, pumping station, hand, finger, fracture",struck_by,no_strong_sif_evidence,SIF,Suspended diesel engine swung into the worker's hand against fixed equipment; high-energy lifting/pinch exposure.
